OBJECTID,Ohrozenie,Dátum,Poznámka,Druh ohrozenia,Ohrozenie detail,Hodina výskytu,Y,X
743,Medveď - pobytové znaky,2023-01-24 11:00:00,,Stopa,,7,"48,82554467","18,69900094"
744,Medveď - pobytové znaky,2023-02-16 11:00:00,,Stopa,,10,"48,66528296","19,01388066"
745,Medveď - pobytové znaky,2023-02-28 11:00:00,,Trus,,8,"48,91186148","18,54985308"
746,Medveď - vizuálny kontakt,2022-10-10 10:00:00,,Samec,,19,"48,91578052","18,52969431"
747,Medveď - vizuálny kontakt,2022-08-24 10:00:00,,Samec,,20,"48,88269927","18,57035893"
748,Medveď - vizuálny kontakt,2023-02-27 11:00:00,,Samec,,Nedefinované,"49,01148097","19,9889504"
749,Medveď - vizuálny kontakt,2023-02-26 11:00:00,,Nedefinované,,Nedefinované,"49,01291245","19,97696105"
750,Medveď - vizuálny kontakt,2023-03-08 11:00:00,,Samec,,8,"48,76456527","20,16320955"
751,Medveď - pobytové znaky,2023-03-09 11:00:00,Stopy,Nedefinované,,Nedefinované,"48,66180182","20,0065733"
752,Medveď - pobytové znaky,2023-03-20 11:40:46,,Stopa,,12,"49,1192884","18,16663174"
753,Medveď - pobytové znaky,2023-03-20 11:42:44,,Stopa,,8,"49,17080647","18,18660629"
754,Medveď - vizuálny kontakt,2023-03-20 11:54:54,,Samec,,11,"49,17427423","18,23329845"
755,Medveď - vizuálny kontakt,2023-03-20 11:55:12,,Medvedica s mladými,,14,"49,18720968","18,2465486"
756,Medveď - pobytové znaky,2023-03-20 11:56:19,,Značkovacie stromy a vývratiská,,11,"49,24430958","18,26551513"
757,Medveď - pobytové znaky,2023-03-20 11:56:48,,Stopa,,10,"49,25690545","18,18476908"
758,Medveď - pobytové znaky,2023-03-20 11:57:03,,Stopa,,13,"49,23921657","18,17360792"
759,Medveď - vizuálny kontakt,2022-11-09 11:00:00,,Nedefinované,,Nedefinované,"48,65236519","18,59025908"
760,Medveď - vizuálny kontakt,2023-03-11 11:00:00,,Medvedica s mladými,,7,"48,83967052","18,70146111"
761,Medveď - pobytové znaky,2023-03-20 11:00:00,,Stopa,,13,"48,91348862","18,5514707"
762,Medveď - vizuálny kontakt,2023-03-23 11:52:11,,Nedefinované,,9,"48,67154367","19,01334369"
763,Medveď - vizuálny kontakt,2023-03-09 11:00:00,,Nedefinované,,15,"48,40233664","18,51593133"
764,Medveď - pobytové znaky,2023-02-24 11:00:00,,Stopa,,10,"48,40297263","18,5084855"
765,Medveď - pobytové znaky,2023-02-23 11:00:00,,Trus,,9,"48,45876667","18,53596654"
766,Medveď - vizuálny kontakt,2023-03-04 11:00:00,,Nedefinované,,13,"48,40699498","18,52553905"
767,Medveď - pobytové znaky,2023-03-19 11:00:00,,Stopa,,Nedefinované,"48,40572846","18,52899522"
768,Medveď - pobytové znaky,2023-03-24 11:57:31,,Stopa,,10,"48,91546121","18,54233678"
769,Medveď - vizuálny kontakt,2022-08-17 10:00:00,,Medvedica s mladými,,Nedefinované,"48,63425117","19,30406436"
770,Medveď - vizuálny kontakt,2022-08-22 10:00:00,,Medvedica s mladými,,Nedefinované,"48,63226916","19,30377663"
771,Medveď - vizuálny kontakt,2022-08-25 10:52:01,,Medvedica s mladými,,Nedefinované,"48,6301579","19,2985542"
772,Medveď - vizuálny kontakt,2022-08-20 10:00:00,,Medvedica s mladými,,Nedefinované,"48,62616712","19,28599788"
773,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,62608341","19,29493226"
774,Medveď - vizuálny kontakt,2022-05-25 10:00:00,,Samec,,Nedefinované,"48,6516444","19,25435953"
775,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,62548906","19,29472728"
776,Medveď - vizuálny kontakt,2022-05-25 10:00:00,,Medvedica,,Nedefinované,"48,65140535","19,25434984"
777,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,62346214","19,29449884"
778,Medveď - vizuálny kontakt,2022-08-25 10:48:10,,Samec,,11,"48,75850426","19,00791582"
779,Medveď - vizuálny kontakt,2022-08-24 10:00:00,,Medvedica s mladými,,9,"48,67894125","19,06683541"
780,Medveď - vizuálny kontakt,2022-07-25 10:00:00,,Medvedica s mladými,,11,"48,58303577","19,53280747"
781,Medveď - vizuálny kontakt,2022-07-15 10:00:00,,Medvedica s mladými,,10,"48,60034219","19,54791642"
782,Medveď - vizuálny kontakt,2022-08-10 10:00:00,,Samec,,11,"48,59794816","19,55605899"
783,Medveď - vizuálny kontakt,2022-08-19 10:00:00,,Samec,,13,"48,59111984","19,56138917"
784,Medveď - vizuálny kontakt,2022-07-22 10:00:00,,Medvedica s mladými,,12,"48,58738936","19,58523524"
785,Medveď - pobytové znaky,2022-05-11 10:00:00,,Značkovacie stromy a vývratiská,,13,"48,58936946","19,54763881"
786,Medveď - pobytové znaky,2022-08-17 10:00:00,,Značkovacie stromy a vývratiská,,9,"48,58586101","19,54759069"
787,Medveď - útok,2022-08-12 10:00:00,,Samec,,13,"48,61518746","19,63228311"
788,Medveď - pobytové znaky,2022-06-22 10:00:00,,Značkovacie stromy a vývratiská,,Nedefinované,"48,51738553","19,50449562"
789,Medveď - pobytové znaky,2022-08-25 10:13:00,poškodená dreváreň,Značkovacie stromy a vývratiská,,7,"48,54043085","19,52647567"
790,Medveď - vizuálny kontakt,2022-06-15 10:00:00,pri  horárni,Samec,,10,"48,5259516","19,50695863"
791,Medveď - pobytové znaky,2022-06-25 10:00:00,stojky  posedu,Značkovacie stromy a vývratiská,,10,"48,52767389","19,52980448"
792,Medveď - pobytové znaky,2022-06-25 10:00:00,poškodený  krmelec,Značkovacie stromy a vývratiská,,7,"48,53616461","19,52297754"
793,Medveď - pobytové znaky,2022-06-25 10:00:00,,Stopa,,10,"48,52043814","19,52266018"
794,Medveď - vizuálny kontakt,2022-08-25 10:00:00,,Samec,,20,"48,51138215","19,84025117"
795,Medveď - pobytové znaky,2022-09-26 10:00:00,,Trus,,Nedefinované,"48,88512294","19,78787241"
796,Medveď - pobytové znaky,2022-10-04 10:31:09,,Nedefinované,,9,"48,83978486","18,88957824"
797,Medveď - pobytové znaky,2022-10-04 10:32:45,,Nedefinované,,6,"48,83806567","18,90026557"
798,Medveď - pobytové znaky,2022-10-04 10:33:03,,Nedefinované,,8,"48,83545706","18,90059037"
799,Medveď - pobytové znaky,2022-10-09 10:00:00,,Trus,,10,"48,86739438","19,85096996"
800,Medveď - pobytové znaky,2022-10-12 10:00:00,,Trus,,Nedefinované,"48,86635445","19,83195315"
801,Medveď - vizuálny kontakt,2022-10-12 10:00:00,,Medvedica s mladými,,Nedefinované,"48,82211396","19,08794767"
802,Medveď - vizuálny kontakt,2022-05-19 10:00:00,medveď - samec cca. 100 kg,Samec,,Nedefinované,"48,84599348","19,3569458"
803,Medveď - vizuálny kontakt,2022-10-22 10:00:00,medveď - samec cca.150-200 kg,Samec,,16,"48,85028424","19,32679448"
804,Medveď - vizuálny kontakt,2022-09-23 10:00:00,Belák,Samec,,Nedefinované,"48,8076284","18,71335757"
805,Medveď - vizuálny kontakt,2022-09-06 10:00:00,,Samec,,7,"48,78630567","18,70059848"
806,Medveď - pobytové znaky,2022-09-15 10:00:00,Belák,Trus,,Nedefinované,"48,78694277","18,70068366"
807,Medveď - vizuálny kontakt,2022-07-12 10:00:00,Fašánek,Samec,,8,"48,81400766","18,74857892"
808,Medveď - pobytové znaky,2023-01-11 11:35:12,,Nedefinované,,Nedefinované,"48,81299995","18,70577732"
809,Medveď - pobytové znaky,2022-11-03 11:00:00,,Trus,,10,"48,81894008","18,72076789"
810,Medveď - vizuálny kontakt,2022-09-28 10:00:00,,Samec,,19,"48,74652336","18,81330904"
811,Medveď - pobytové znaky,2022-11-24 11:00:00,,Stopa,,Nedefinované,"48,73451264","18,82054864"
812,Medveď - vizuálny kontakt,2023-01-11 11:00:00,,Medvedica s mladými,,16,"48,82995927","18,74072967"
813,Medveď - vizuálny kontakt,2022-12-29 11:00:00,,Samec,,15,"48,83037573","18,74093246"
814,Medveď - vizuálny kontakt,2022-08-31 10:00:00,,Nedefinované,,10,"48,86767825","18,69194144"
815,Medveď - vizuálny kontakt,2022-08-12 10:00:00,,Samec,,12,"48,68462448","19,00630784"
816,Medveď - vizuálny kontakt,2022-09-05 10:00:00,,Samec,,10,"48,70030687","18,99560519"
817,Medveď - vizuálny kontakt,2022-05-27 10:00:00,,Samec,,14,"48,68337572","18,96705676"
818,Medveď - pobytové znaky,2023-01-31 11:00:00,,Stopa,,9,"48,82869005","18,69635156"
819,Medveď - pobytové znaky,2023-02-15 11:42:17,,Nedefinované,,9,"48,64558757","18,99238227"
820,Medveď - pobytové znaky,2023-02-28 11:00:00,medvedice s mladými,Stopa,,11,"48,90063013","18,56729639"
821,Medveď - pobytové znaky,2022-11-20 11:00:00,,Trus,,11,"48,89169767","18,56612652"
822,Medveď - pobytové znaky,2023-03-02 11:00:41,,Značkovacie stromy a vývratiská,,Nedefinované,"48,90594983","18,52304845"
823,Medveď - pobytové znaky,2023-02-28 11:00:00,,Stopa,,Nedefinované,"48,99255982","20,05487462"
824,Medveď - pobytové znaky,2023-03-15 11:09:11,Medvedica s medvieďatami,Stopa,,Nedefinované,"48,90294187","18,56958055"
825,Medveď - pobytové znaky,2023-03-20 11:38:35,,Stopa,,13,"49,06260812","18,18072423"
826,Medveď - pobytové znaky,2023-03-20 11:52:26,,Stopa,,13,"49,14962014","18,31718327"
827,Medveď - vizuálny kontakt,2023-03-20 11:57:33,,Samec,,12,"49,21902057","18,21527166"
828,Medveď - vizuálny kontakt,2023-03-08 11:00:00,,Samec,,10,"48,82903776","18,71904488"
829,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,62956","19,29280691"
830,Medveď - vizuálny kontakt,2022-08-10 10:00:00,,Samec,,Nedefinované,"48,65501022","19,22485589"
831,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,64919897","19,23784958"
832,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,62966294","19,30440279"
833,Medveď - vizuálny kontakt,2022-07-02 10:00:00,,Samec,,Nedefinované,"48,65314466","19,24295938"
834,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,6336677","19,30358809"
835,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,63372702","19,30208787"
836,Medveď - vizuálny kontakt,2022-06-16 10:00:00,,Nedefinované,,Nedefinované,"48,66393454","19,25590547"
837,Medveď - vizuálny kontakt,2022-06-19 10:00:00,,Samec,,Nedefinované,"48,66343028","19,25262944"
838,Medveď - vizuálny kontakt,2022-08-25 10:56:33,,Nedefinované,,Nedefinované,"48,66491406","19,25988563"
839,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63571097","19,297192"
840,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63595829","19,29687703"
841,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63712153","19,29725393"
842,Medveď - vizuálny kontakt,2022-07-22 10:00:00,,Medvedica s mladými,,8,"48,67762282","19,06970305"
843,Medveď - pobytové znaky,2022-08-25 10:51:31,,Stopa,,9,"48,85605836","19,16293298"
844,Medveď - pobytové znaky,2022-06-27 10:00:00,,Trus,,10,"48,59243458","19,55519402"
845,Medveď - pobytové znaky,2022-08-04 10:00:00,,Trus,,14,"48,58598145","19,57213294"
846,Medveď - vizuálny kontakt,2022-02-04 11:00:00,,Nedefinované,,Nedefinované,"48,62419271","19,57332284"
847,Medveď - vizuálny kontakt,2022-05-11 10:00:00,,Nedefinované,,Nedefinované,"48,63783428","19,57852961"
848,Medveď - pobytové znaky,2022-05-08 10:00:00,,Nedefinované,,Nedefinované,"48,63012144","19,56394624"
849,Medveď - vizuálny kontakt,2022-06-20 10:00:00,,Nedefinované,,Nedefinované,"48,62811994","19,56216239"
850,Medveď - vizuálny kontakt,2022-04-12 10:00:00,,Nedefinované,,Nedefinované,"48,61325438","19,56908446"
851,Medveď - pobytové znaky,2022-05-02 10:00:00,,Nedefinované,,Nedefinované,"48,61798536","19,55986468"
852,Medveď - pobytové znaky,2022-08-20 10:00:00,,Nedefinované,,Nedefinované,"48,62181918","19,55998778"
853,Medveď - pobytové znaky,2022-06-14 10:00:00,,Nedefinované,,Nedefinované,"48,62207973","19,55942621"
854,Medveď - pobytové znaky,2022-06-14 10:00:00,,Nedefinované,,Nedefinované,"48,61573297","19,56747315"
855,Medveď - pobytové znaky,2022-06-10 10:00:00,,Nedefinované,,Nedefinované,"48,6271641","19,55351325"
856,Medveď - vizuálny kontakt,2022-06-20 10:00:00,,Nedefinované,,Nedefinované,"48,63397633","19,57054484"
857,Medveď - vizuálny kontakt,2022-09-24 10:00:00,,Medvedica s mladými,,Nedefinované,"48,88040716","19,79425857"
858,Medveď - vizuálny kontakt,2022-09-15 10:00:00,,Samec,,13,"48,8803646","19,79393743"
859,Medveď - vizuálny kontakt,2022-09-19 10:00:00,medvedica s 3 mladými,Medvedica,,20,"48,83274777","19,3598457"
860,Medveď - útok,2022-10-27 10:27:37,"Samec útočil 3x, Ján Fašang vedúci LO sa zachránil vylezením na vysoký peň, krikom a mávaním kabátom",Samec,,9,"48,84931259","19,24397777"
861,Medveď - vizuálny kontakt,2022-11-11 11:59:28,,Medvedica s mladými,,9,"48,84675256","19,3283898"
862,Medveď - vizuálny kontakt,2022-08-30 10:00:00,,Medvedica s mladými,,9,"48,82469896","18,71952795"
863,Medveď - pobytové znaky,2023-02-04 11:00:00,raná stopa v snehu cca 3 ročný,Stopa,,8,"48,87320712","19,90248333"
864,Medveď - vizuálny kontakt,2023-01-05 11:00:00,,Medvedica s mladými,,13,"48,61976587","18,97895825"
865,Medveď - vizuálny kontakt,2022-08-22 10:00:00,,Medvedica s mladými,,9,"48,67849009","18,9717169"
866,Medveď - pobytové znaky,2023-02-15 11:37:40,,Nedefinované,,10,"48,6634779","18,7028824"
867,Medveď - útok,2023-02-27 11:00:00,obhliadka a stav porastu s vedúcim LO Ing. Murín,Medvedica s mladými,,10,"48,60295629","19,74237046"
868,Medveď - pobytové znaky,2023-03-01 11:00:00,,Stopa,,Nedefinované,"48,9106852","20,15539279"
869,Medveď - pobytové znaky,2023-03-01 11:00:00,,Stopa,,Nedefinované,"48,92157708","20,10527773"
870,Medveď - vizuálny kontakt,2023-03-03 11:00:00,medvedica+ dve 2roč.mlade,Nedefinované,,11,"49,0619827","19,14568173"
871,Medveď - vizuálny kontakt,2023-02-21 11:00:00,medveď cca 60kg,Nedefinované,,Nedefinované,"49,10489378","19,13838609"
872,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63558591","19,29781758"
873,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63643741","19,29716666"
874,Medveď - pobytové znaky,2022-08-22 10:00:00,,Trus,,Nedefinované,"48,63602653","19,29755349"
875,Medveď - pobytové znaky,2022-08-16 10:00:00,,Trus,,Nedefinované,"48,63570762","19,30433744"
876,Medveď - pobytové znaky,2022-08-16 10:00:00,,Trus,,Nedefinované,"48,63570705","19,30482344"
877,Medveď - pobytové znaky,2022-08-16 10:00:00,,Trus,,Nedefinované,"48,63536606","19,30442868"
878,Medveď - pobytové znaky,2022-08-24 10:00:00,,Trus,,Nedefinované,"48,63587946","19,29423996"
879,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,63692407","19,29338788"
880,Medveď - pobytové znaky,2022-08-19 10:00:00,,Trus,,Nedefinované,"48,63737586","19,29335651"
